,editing_1_38,editing_1_39,editing_1_40,editing_1_41,editing_1_42
2113,1,1,1,NA,NA
2114,1,1,1,NA,NA
2115,1,1,1,NA,NA
2116,0,1,1,NA,NA
2117,1,1,1,NA,NA
2118,0,1,1,NA,NA
2119,0,1,1,NA,NA
2120,1,1,1,NA,NA
2121,1,1,1,NA,NA
2122,0,0,1,NA,NA
2123,1,1,1,NA,NA
2124,1,1,0,NA,NA
2125,1,1,1,NA,NA
2126,1,1,0,NA,NA
2127,0,1,0,NA,NA
2128,0,0,0,NA,NA
2129,1,1,1,NA,NA
2130,0,0,0,NA,NA
2131,1,1,1,NA,NA
2132,1,1,1,NA,NA
2133,0,1,1,NA,NA
2134,0,0,1,NA,NA
2135,0,0,1,NA,NA
2136,0,0,1,NA,NA
2137,1,1,0,NA,NA
2138,0,0,1,NA,NA
2139,0,1,1,NA,NA
2140,0,0,0,NA,NA
2141,0,0,0,NA,NA
2142,1,1,1,NA,NA
2143,0,0,0,NA,NA
2144,1,0,1,NA,NA
2145,1,0,1,NA,NA
2146,1,0,1,NA,NA
2147,0,0,1,NA,NA
2148,1,1,1,NA,NA
2149,1,0,0,NA,NA
2150,1,0,1,NA,NA
2151,1,0,0,NA,NA
2152,1,0,1,NA,NA
2153,0,0,1,NA,NA
2154,1,1,1,NA,NA
2155,0,1,1,NA,NA
2156,1,1,1,NA,NA
2157,1,1,1,NA,NA
2158,0,0,0,NA,NA
2159,1,1,0,NA,NA
2160,1,1,1,NA,NA
2161,1,0,1,NA,NA
2162,1,0,1,NA,NA
2163,1,1,1,NA,NA
2164,1,1,1,NA,NA
2165,1,0,1,NA,NA
2166,1,1,1,NA,NA
2167,1,1,1,NA,NA
2168,0,1,1,NA,NA
2169,1,1,1,NA,NA
2170,1,1,1,NA,NA
2171,0,0,1,NA,NA
2172,1,1,1,NA,NA
2173,1,1,1,NA,NA
2174,1,1,1,NA,NA
2175,0,0,1,NA,NA
2176,0,0,0,NA,NA
2177,0,0,0,NA,NA
2178,0,0,0,NA,NA
2179,1,0,0,NA,NA
2180,0,1,0,NA,NA
2181,0,0,1,NA,NA
2182,0,0,1,NA,NA
2183,0,0,1,NA,NA
2184,0,0,1,NA,NA
2185,0,1,1,NA,NA
2186,0,1,1,NA,NA
2187,0,1,1,NA,NA
2188,0,0,1,NA,NA
2189,1,1,1,NA,NA
2190,1,1,1,NA,NA
2191,1,0,1,NA,NA
2192,0,0,0,NA,NA
2193,0,1,1,NA,NA
2194,0,0,0,NA,NA
2195,0,1,1,NA,NA
2196,0,1,1,NA,NA
2197,1,0,1,NA,NA
2198,1,0,1,NA,NA
2199,0,1,1,NA,NA
2200,0,0,1,NA,NA
2201,1,1,1,NA,NA
2202,1,1,1,NA,NA
2203,1,1,1,NA,NA
2204,0,1,1,NA,NA
2205,1,1,1,NA,NA
2206,0,0,1,NA,NA
2207,1,1,1,NA,NA
2208,0,0,0,NA,NA
2209,1,1,1,NA,NA
2210,0,0,1,NA,NA
2211,0,0,1,NA,NA
2212,1,1,1,NA,NA
2213,0,0,0,NA,NA
2214,1,1,1,NA,NA
2215,1,0,1,NA,NA
2216,0,1,1,NA,NA
2217,1,1,1,NA,NA
2218,1,1,0,NA,NA
2219,1,1,1,NA,NA
2220,0,0,1,NA,NA
2221,1,1,1,NA,NA
2222,0,0,1,NA,NA
2223,0,0,1,NA,NA
2224,1,1,1,NA,NA
2225,1,0,1,NA,NA
2226,0,0,1,NA,NA
2227,0,0,1,NA,NA
2228,0,0,1,NA,NA
2229,0,0,1,NA,NA
2230,0,0,1,NA,NA
2231,0,0,1,NA,NA
2232,1,1,1,NA,NA
2233,1,1,1,NA,NA
2234,0,0,0,NA,NA
2235,0,0,1,NA,NA
2236,0,1,1,NA,NA
2237,0,0,1,NA,NA
2238,0,1,0,NA,NA
2239,0,1,1,NA,NA
2240,1,1,1,NA,NA
2241,0,0,0,NA,NA
2242,0,0,0,NA,NA
2243,1,1,1,NA,NA
2244,1,1,1,NA,NA
2245,0,0,0,NA,NA
2246,0,1,1,NA,NA
2247,1,1,0,NA,NA
2248,0,0,0,NA,NA
2249,1,1,1,NA,NA
2250,1,1,1,NA,NA
2251,1,1,1,NA,NA
2252,1,1,1,NA,NA
2253,1,1,1,NA,NA
2254,1,1,0,NA,NA
2255,1,0,0,NA,NA
2256,1,1,1,NA,NA
2257,0,0,1,NA,NA
2258,1,1,1,NA,NA
2259,0,0,1,NA,NA
2260,1,1,1,NA,NA
2261,1,1,1,NA,NA
2262,1,1,1,NA,NA
2263,1,0,1,NA,NA
2264,1,1,1,NA,NA
2265,1,1,1,NA,NA
2266,1,1,1,NA,NA
2267,0,0,1,NA,NA
2268,0,1,1,NA,NA
2269,1,1,0,NA,NA
2270,0,1,1,NA,NA
2271,1,1,1,NA,NA
2272,0,0,0,NA,NA
2273,0,1,1,NA,NA
2274,0,0,1,NA,NA
2275,0,1,1,NA,NA
2276,1,1,1,NA,NA
2277,0,0,1,NA,NA
2278,0,1,1,NA,NA
2279,0,0,1,NA,NA
2280,1,0,0,NA,NA
2281,0,0,0,NA,NA
2282,1,1,1,NA,NA
2283,0,0,1,NA,NA
2284,1,1,1,NA,NA
2285,1,1,1,NA,NA
2286,1,1,1,NA,NA
2287,1,1,1,NA,NA
2288,1,1,1,NA,NA
2289,1,1,1,NA,NA
2290,1,1,1,NA,NA
2291,1,1,1,NA,NA
2292,0,0,0,NA,NA
2293,1,1,1,NA,NA
2294,1,1,1,NA,NA
2295,1,1,1,NA,NA
2296,1,1,1,NA,NA
2297,1,1,1,NA,NA
2298,1,1,1,NA,NA
2299,1,0,1,NA,NA
2300,0,1,1,NA,NA
2301,1,1,1,NA,NA
2302,1,1,1,NA,NA
2303,0,1,1,NA,NA
2304,1,1,0,NA,NA
2305,1,1,1,NA,NA
2306,1,1,1,NA,NA
2307,1,1,1,NA,NA
2308,1,1,1,NA,NA
2309,1,0,1,NA,NA
2310,0,1,1,NA,NA
2311,0,1,0,NA,NA
2312,1,1,1,NA,NA
2313,1,1,0,NA,NA
2314,1,1,1,NA,NA
2315,1,1,0,NA,NA
2316,1,1,1,NA,NA
2317,0,1,1,NA,NA
2318,0,0,1,NA,NA
2319,1,1,1,NA,NA
2320,1,1,1,NA,NA
2321,1,1,1,NA,NA
2322,1,1,1,NA,NA
2323,1,1,1,NA,NA
2324,0,1,1,NA,NA
2325,1,1,1,NA,NA
2326,0,0,1,NA,NA
2327,1,1,1,NA,NA
2328,1,1,1,NA,NA
2329,1,1,1,NA,NA
2330,0,1,0,NA,NA
2331,1,1,1,NA,NA
2332,1,1,1,NA,NA
2333,1,1,1,NA,NA
2334,1,0,1,NA,NA
2335,1,1,1,NA,NA
2336,1,1,1,NA,NA
2337,1,1,1,NA,NA
2338,1,1,1,NA,NA
2339,1,1,1,NA,NA
2340,1,1,1,NA,NA
2341,1,1,1,NA,NA
2342,0,1,1,NA,NA
2343,0,1,1,NA,NA
2344,1,1,0,NA,NA
2345,0,1,1,NA,NA
2346,1,1,1,NA,NA
2347,1,1,1,NA,NA
2348,1,1,1,NA,NA
2349,1,0,1,NA,NA
2350,1,1,1,NA,NA
2351,0,1,0,NA,NA
2352,1,1,0,NA,NA
2353,1,1,1,NA,NA
2354,0,1,1,NA,NA
2355,1,1,1,NA,NA
2356,1,1,1,NA,NA
2357,1,1,1,NA,NA
2358,0,0,1,NA,NA
2359,0,1,1,NA,NA
2360,1,1,1,NA,NA
2361,1,1,1,NA,NA
2362,1,1,1,NA,NA
2363,1,1,1,NA,NA
2364,1,1,1,NA,NA
2365,1,1,1,NA,NA
2366,1,1,1,NA,NA
2367,1,1,1,NA,NA
2368,1,1,1,NA,NA
2369,1,1,1,NA,NA
2370,1,1,1,NA,NA
2371,1,1,1,NA,NA
2372,1,1,1,NA,NA
2373,1,1,0,NA,NA
2374,0,1,1,NA,NA
2375,1,1,1,NA,NA
2376,0,1,0,NA,NA
2377,1,1,1,NA,NA
2378,1,1,1,NA,NA
2379,1,1,1,NA,NA
2380,1,1,1,NA,NA
2381,1,1,1,NA,NA
2382,0,1,1,NA,NA
2383,1,1,1,NA,NA
2384,1,1,1,NA,NA
2385,1,1,1,NA,NA
2386,0,1,1,NA,NA
2387,1,1,1,NA,NA
2388,1,1,1,NA,NA
2389,1,0,1,NA,NA
2390,1,0,1,NA,NA
2391,1,1,1,NA,NA
2392,1,1,0,NA,NA
2393,1,1,1,NA,NA
2394,0,0,1,NA,NA
2395,0,0,0,NA,NA
2396,1,1,1,NA,NA
2397,1,1,1,NA,NA
2398,0,1,1,NA,NA
2399,1,1,1,NA,NA
2400,0,0,1,NA,NA
2401,1,1,1,NA,NA
2402,1,0,0,NA,NA
2403,0,1,1,NA,NA
2404,1,1,1,NA,NA
2405,0,0,0,NA,NA
2406,1,1,1,NA,NA
2407,0,1,1,NA,NA
2408,1,1,1,NA,NA
2409,0,0,0,NA,NA
2410,1,1,1,NA,NA
2411,0,0,1,NA,NA
2412,1,1,1,NA,NA
2413,1,1,1,NA,NA
2414,0,0,0,NA,NA
2415,0,0,1,NA,NA
2416,0,0,1,NA,NA
2417,1,1,0,NA,NA
2418,1,1,1,NA,NA
2419,0,1,1,NA,NA
2420,0,0,0,NA,NA
2421,1,1,0,NA,NA
2422,1,1,1,NA,NA
2423,0,0,0,NA,NA
2424,1,1,1,NA,NA
2425,1,1,1,NA,NA
2426,1,1,1,NA,NA
2427,1,1,1,NA,NA
2428,1,1,1,NA,NA
2429,1,0,1,NA,NA
2430,1,1,1,NA,NA
2431,1,1,1,NA,NA
2432,1,1,0,NA,NA
2433,1,1,0,NA,NA
2434,1,0,NA,NA,NA
2435,0,0,NA,NA,NA
2436,0,0,NA,NA,NA
2437,1,0,NA,NA,NA
2438,0,1,NA,NA,NA
2439,0,1,NA,NA,NA
2440,1,0,NA,NA,NA
2441,0,1,NA,NA,NA
2442,0,1,NA,NA,NA
2443,1,0,NA,NA,NA
2444,0,1,NA,NA,NA
2445,1,1,NA,NA,NA
2446,1,0,NA,NA,NA
2447,0,0,NA,NA,NA
2448,1,0,NA,NA,NA
2449,1,1,NA,NA,NA
2450,1,0,NA,NA,NA
2451,0,1,NA,NA,NA
2452,1,1,NA,NA,NA
2453,1,0,NA,NA,NA
2454,1,0,NA,NA,NA
2455,0,1,NA,NA,NA
2456,1,1,NA,NA,NA
2457,1,0,NA,NA,NA
2458,1,0,NA,NA,NA
2459,1,1,NA,NA,NA
2460,0,0,NA,NA,NA
2461,0,0,NA,NA,NA
2462,0,0,NA,NA,NA
2463,1,1,NA,NA,NA
2464,0,1,NA,NA,NA
2465,1,0,NA,NA,NA
2466,1,1,NA,NA,NA
2467,0,0,NA,NA,NA
2468,0,0,NA,NA,NA
2469,1,1,NA,NA,NA
2470,1,0,NA,NA,NA
2471,0,1,NA,NA,NA
2472,0,0,NA,NA,NA
2473,0,0,NA,NA,NA
2474,0,1,NA,NA,NA
2475,0,0,NA,NA,NA
2476,1,1,NA,NA,NA
2477,0,0,NA,NA,NA
2478,1,1,NA,NA,NA
2479,0,0,NA,NA,NA
2480,1,1,NA,NA,NA
2481,1,1,NA,NA,NA
2482,1,0,NA,NA,NA
2483,0,0,NA,NA,NA
2484,0,0,NA,NA,NA
2485,1,1,NA,NA,NA
2486,1,0,NA,NA,NA
2487,0,1,NA,NA,NA
2488,0,0,NA,NA,NA
2489,1,1,NA,NA,NA
2490,1,1,NA,NA,NA
2491,1,1,NA,NA,NA
2492,1,1,NA,NA,NA
2493,0,1,NA,NA,NA
2494,1,1,NA,NA,NA
2495,1,1,NA,NA,NA
2496,1,1,NA,NA,NA
2497,1,0,NA,NA,NA
2498,1,1,NA,NA,NA
2499,0,0,NA,NA,NA
2500,1,1,NA,NA,NA
2501,0,0,NA,NA,NA
2502,0,0,NA,NA,NA
2503,1,1,NA,NA,NA
2504,1,1,NA,NA,NA
2505,1,1,NA,NA,NA
2506,1,1,NA,NA,NA
2507,1,1,NA,NA,NA
2508,0,0,NA,NA,NA
2509,0,1,NA,NA,NA
2510,1,1,NA,NA,NA
2511,1,1,NA,NA,NA
2512,1,1,NA,NA,NA
2513,1,1,NA,NA,NA
2514,0,0,NA,NA,NA
2515,1,1,NA,NA,NA
2516,1,1,NA,NA,NA
2517,1,1,NA,NA,NA
2518,1,1,NA,NA,NA
2519,1,1,NA,NA,NA
2520,1,1,NA,NA,NA
2521,1,1,NA,NA,NA
2522,1,1,NA,NA,NA
2523,1,1,NA,NA,NA
2524,1,1,NA,NA,NA
2525,1,1,NA,NA,NA
2526,1,1,NA,NA,NA
2527,1,1,NA,NA,NA
2528,0,1,NA,NA,NA
2529,0,1,NA,NA,NA
2530,1,1,NA,NA,NA
2531,1,1,NA,NA,NA
2532,1,1,NA,NA,NA
2533,1,1,NA,NA,NA
2534,0,0,NA,NA,NA
2535,1,1,NA,NA,NA
2536,0,1,NA,NA,NA
2537,1,1,NA,NA,NA
2538,1,1,NA,NA,NA
2539,1,1,NA,NA,NA
2540,1,1,NA,NA,NA
2541,1,1,NA,NA,NA
2542,0,0,NA,NA,NA
2543,1,1,NA,NA,NA
2544,1,1,NA,NA,NA
2545,1,1,NA,NA,NA
2546,1,1,NA,NA,NA
2547,1,1,NA,NA,NA
2548,1,1,NA,NA,NA
2549,0,1,NA,NA,NA
2550,1,1,NA,NA,NA
2551,1,0,NA,NA,NA
2552,1,1,NA,NA,NA
2553,1,1,NA,NA,NA
2554,0,1,NA,NA,NA
2555,0,1,NA,NA,NA
2556,1,1,NA,NA,NA
2557,0,0,NA,NA,NA
2558,1,1,NA,NA,NA
2559,1,1,NA,NA,NA
2560,1,1,NA,NA,NA
2561,1,1,NA,NA,NA
2562,0,0,NA,NA,NA
2563,0,0,NA,NA,NA
2564,1,1,NA,NA,NA
2565,1,1,NA,NA,NA
2566,1,0,NA,NA,NA
2567,1,1,NA,NA,NA
2568,0,0,NA,NA,NA
2569,0,0,NA,NA,NA
2570,1,1,NA,NA,NA
2571,1,1,NA,NA,NA
2572,1,0,NA,NA,NA
2573,1,1,NA,NA,NA
2574,1,0,NA,NA,NA
2575,1,1,NA,NA,NA
2576,1,1,NA,NA,NA
2577,1,1,NA,NA,NA
2578,1,1,NA,NA,NA
2579,1,1,NA,NA,NA
2580,0,0,NA,NA,NA
2581,0,0,NA,NA,NA
2582,1,1,NA,NA,NA
2583,1,1,NA,NA,NA
2584,1,1,NA,NA,NA
2585,1,1,NA,NA,NA
2586,1,1,NA,NA,NA
2587,1,1,NA,NA,NA
2588,1,1,NA,NA,NA
2589,1,1,NA,NA,NA
2590,0,0,NA,NA,NA
2591,1,1,NA,NA,NA
2592,1,1,NA,NA,NA
2593,1,1,NA,NA,NA
2594,1,1,NA,NA,NA
2595,1,1,NA,NA,NA
2596,0,0,NA,NA,NA
2597,0,0,NA,NA,NA
2598,0,0,NA,NA,NA
2599,0,0,NA,NA,NA
2600,0,0,NA,NA,NA
2601,1,1,NA,NA,NA
2602,0,0,NA,NA,NA
2603,0,1,NA,NA,NA
2604,0,1,NA,NA,NA
2605,1,1,NA,NA,NA
2606,1,0,NA,NA,NA
2607,1,1,NA,NA,NA
2608,1,0,NA,NA,NA
2609,1,0,NA,NA,NA
2610,0,0,NA,NA,NA
2611,0,0,NA,NA,NA
2612,0,0,NA,NA,NA
2613,0,0,NA,NA,NA
2614,0,0,NA,NA,NA
2615,0,0,NA,NA,NA
2616,0,0,NA,NA,NA
2617,1,0,NA,NA,NA
2618,1,1,NA,NA,NA
2619,1,1,NA,NA,NA
2620,1,1,NA,NA,NA
2621,1,1,NA,NA,NA
2622,0,0,NA,NA,NA
2623,1,1,NA,NA,NA
2624,1,0,NA,NA,NA
2625,1,1,NA,NA,NA
2626,0,1,NA,NA,NA
2627,1,1,NA,NA,NA
2628,0,0,NA,NA,NA
2629,1,1,NA,NA,NA
2630,1,1,NA,NA,NA
2631,1,1,NA,NA,NA
2632,0,1,NA,NA,NA
2633,1,1,NA,NA,NA
2634,0,1,NA,NA,NA
2635,0,0,NA,NA,NA
2636,1,0,NA,NA,NA
2637,1,1,NA,NA,NA
2638,1,0,NA,NA,NA
2639,1,1,NA,NA,NA
2640,1,1,NA,NA,NA
2641,1,1,NA,NA,NA
2642,1,0,NA,NA,NA
2643,0,1,NA,NA,NA
2644,0,0,NA,NA,NA
2645,1,1,NA,NA,NA
2646,0,0,NA,NA,NA
2647,0,1,NA,NA,NA
2648,1,1,NA,NA,NA
2649,1,1,NA,NA,NA
2650,0,0,NA,NA,NA
2651,1,0,NA,NA,NA
2652,0,0,NA,NA,NA
2653,0,1,NA,NA,NA
2654,1,1,NA,NA,NA
2655,1,1,NA,NA,NA
2656,0,1,NA,NA,NA
2657,1,1,NA,NA,NA
2658,1,1,NA,NA,NA
2659,1,1,NA,NA,NA
2660,1,1,NA,NA,NA
2661,0,0,NA,NA,NA
2662,0,1,NA,NA,NA
2663,1,1,NA,NA,NA
2664,0,0,NA,NA,NA
2665,0,0,NA,NA,NA
2666,1,0,NA,NA,NA
2667,0,0,NA,NA,NA
2668,1,1,NA,NA,NA
2669,0,0,NA,NA,NA
2670,0,0,NA,NA,NA
2671,0,0,NA,NA,NA
2672,0,0,NA,NA,NA
2673,0,0,NA,NA,NA
2674,1,1,NA,NA,NA
2675,0,1,NA,NA,NA
2676,1,1,NA,NA,NA
2677,1,1,NA,NA,NA
2678,1,1,NA,NA,NA
2679,1,1,NA,NA,NA
2680,0,0,NA,NA,NA
2681,1,1,NA,NA,NA
2682,1,1,NA,NA,NA
2683,0,1,NA,NA,NA
2684,1,1,NA,NA,NA
2685,1,1,NA,NA,NA
2686,0,0,NA,NA,NA
2687,1,0,NA,NA,NA
2688,1,0,NA,NA,NA
2689,1,0,NA,NA,NA
2690,1,1,NA,NA,NA
2691,1,1,NA,NA,NA
2692,1,1,NA,NA,NA
2693,0,0,NA,NA,NA
2694,1,1,NA,NA,NA
2695,1,1,NA,NA,NA
2696,1,1,NA,NA,NA
2697,0,0,NA,NA,NA
2698,1,1,NA,NA,NA
2699,1,1,NA,NA,NA
2700,1,1,NA,NA,NA
2701,1,1,NA,NA,NA
2702,1,0,NA,NA,NA
2703,1,1,NA,NA,NA
2704,1,0,NA,NA,NA
2705,0,1,NA,NA,NA
2706,0,0,NA,NA,NA
2707,1,1,NA,NA,NA
2708,1,0,NA,NA,NA
2709,1,0,NA,NA,NA
2710,1,1,NA,NA,NA
2711,1,0,NA,NA,NA
2712,0,0,NA,NA,NA
2713,0,0,NA,NA,NA
2714,1,1,NA,NA,NA
2715,1,1,NA,NA,NA
2716,1,1,NA,NA,NA
2717,0,1,NA,NA,NA
2718,1,1,NA,NA,NA
2719,0,1,NA,NA,NA
2720,0,1,NA,NA,NA
2721,1,1,NA,NA,NA
2722,1,1,NA,NA,NA
2723,1,1,NA,NA,NA
2724,1,1,NA,NA,NA
2725,0,0,NA,NA,NA
2726,1,1,NA,NA,NA
2727,0,0,NA,NA,NA
2728,1,1,NA,NA,NA
2729,1,1,NA,NA,NA
2730,1,0,NA,NA,NA
2731,0,0,NA,NA,NA
2732,0,0,NA,NA,NA
2733,1,1,NA,NA,NA
2734,1,1,NA,NA,NA
2735,1,1,NA,NA,NA
2736,1,1,NA,NA,NA
2737,1,1,NA,NA,NA
2738,1,1,NA,NA,NA
2739,1,1,NA,NA,NA
2740,1,1,NA,NA,NA
2741,0,1,NA,NA,NA
2742,1,0,NA,NA,NA
2743,1,0,NA,NA,NA
2744,1,1,NA,NA,NA
2745,0,1,NA,NA,NA
2746,1,1,NA,NA,NA
2747,1,1,NA,NA,NA
2748,1,1,NA,NA,NA
2749,1,1,NA,NA,NA
2750,1,1,NA,NA,NA
2751,1,1,NA,NA,NA
2752,1,1,NA,NA,NA
2753,0,0,NA,NA,NA
2754,1,1,NA,NA,NA
2755,1,1,NA,NA,NA
2756,1,1,NA,NA,NA
2757,0,1,NA,NA,NA
2758,1,1,NA,NA,NA
2759,0,1,NA,NA,NA
2760,1,1,NA,NA,NA
2761,1,1,NA,NA,NA
2762,0,1,NA,NA,NA
2763,1,1,NA,NA,NA
2764,1,1,NA,NA,NA
2765,1,0,NA,NA,NA
2766,0,1,NA,NA,NA
2767,1,1,NA,NA,NA
2768,1,1,NA,NA,NA
2769,1,1,NA,NA,NA
2770,0,1,NA,NA,NA
2771,1,1,NA,NA,NA
2772,0,1,NA,NA,NA
2773,1,1,NA,NA,NA
2774,1,1,NA,NA,NA
2775,1,1,NA,NA,NA
2776,1,1,NA,NA,NA
2777,1,1,NA,NA,NA
2778,1,1,NA,NA,NA
2779,1,1,NA,NA,NA
2780,1,1,NA,NA,NA
2781,1,1,NA,NA,NA
2782,1,1,NA,NA,NA
2783,1,1,NA,NA,NA
2784,0,1,NA,NA,NA
2785,1,0,NA,NA,NA
2786,1,1,NA,NA,NA
2787,1,1,NA,NA,NA
2788,1,1,NA,NA,NA
2789,0,1,NA,NA,NA
2790,0,0,NA,NA,NA
2791,1,1,NA,NA,NA
2792,1,1,NA,NA,NA
2793,0,1,NA,NA,NA
2794,1,1,NA,NA,NA
2795,0,1,NA,NA,NA
2796,0,0,NA,NA,NA
2797,1,1,NA,NA,NA
2798,0,0,NA,NA,NA
2799,0,1,NA,NA,NA
2800,0,0,NA,NA,NA
2801,1,1,NA,NA,NA
2802,1,1,NA,NA,NA
2803,1,1,NA,NA,NA
2804,0,1,NA,NA,NA
2805,1,1,NA,NA,NA
2806,0,0,NA,NA,NA
2807,1,1,NA,NA,NA
2808,1,1,NA,NA,NA
2809,1,1,NA,NA,NA
2810,1,1,NA,NA,NA
2811,1,1,NA,NA,NA
2812,1,1,NA,NA,NA
2813,1,1,NA,NA,NA
2814,0,NA,NA,NA,NA
2815,1,NA,NA,NA,NA
2816,1,NA,NA,NA,NA
2817,1,NA,NA,NA,NA
2818,0,NA,NA,NA,NA
2819,0,NA,NA,NA,NA
2820,1,NA,NA,NA,NA
2821,1,NA,NA,NA,NA
2822,NA,1,1,0,0
2823,NA,1,1,1,0
2824,NA,1,1,1,0
2825,NA,0,1,1,1
2826,NA,0,1,1,1
2827,NA,NA,1,1,0
2828,NA,NA,1,1,0
2829,NA,NA,1,1,1
2830,NA,NA,1,1,0
2831,NA,NA,1,1,1
2832,NA,NA,1,1,0
2833,NA,NA,1,1,0
2834,NA,NA,1,1,0
2835,NA,NA,1,1,0
2836,NA,NA,0,1,1
2837,NA,NA,1,1,0
2838,NA,NA,1,1,1
2839,NA,NA,1,1,0
2840,NA,NA,1,1,0
2841,NA,NA,1,1,0
2842,NA,NA,1,1,0
2843,NA,NA,1,1,0
2844,NA,NA,1,0,0
2845,NA,NA,1,1,1
2846,NA,NA,1,1,1
2847,NA,NA,1,1,0
2848,NA,NA,0,1,0
2849,NA,NA,1,1,1
2850,NA,NA,1,1,0
2851,NA,NA,1,1,0
2852,NA,NA,1,1,0
2853,NA,NA,0,1,0
2854,NA,NA,1,1,0
2855,NA,NA,1,1,1
2856,NA,NA,1,1,0
2857,NA,NA,1,1,0
2858,NA,NA,1,1,1
2859,NA,NA,1,1,1
2860,NA,NA,1,1,1
2861,NA,NA,1,1,1
2862,NA,NA,1,1,0
2863,NA,NA,1,1,0
2864,NA,NA,1,1,0
2865,NA,NA,1,1,1
2866,NA,NA,1,1,1
2867,NA,NA,1,1,1
2868,NA,NA,1,1,0
2869,NA,NA,1,0,0
2870,NA,NA,1,1,0
2871,NA,NA,1,1,0
2872,NA,NA,1,1,0
2873,NA,NA,0,1,0
2874,NA,NA,0,1,1
2875,NA,NA,1,1,1
2876,NA,NA,1,1,0
2877,NA,NA,1,1,0
2878,NA,NA,1,1,0
2879,NA,NA,1,1,0
2880,NA,NA,1,1,0
2881,NA,NA,1,1,0
2882,NA,NA,0,1,0
2883,NA,NA,1,1,1
2884,NA,NA,1,1,0
2885,NA,NA,1,1,0
2886,NA,NA,1,1,0
2887,NA,NA,1,1,1
2888,NA,NA,1,1,0
2889,NA,NA,1,1,1
2890,NA,NA,1,1,0
2891,NA,NA,1,1,1
2892,NA,NA,0,1,0
2893,NA,NA,1,1,1
2894,NA,NA,1,1,0
2895,NA,NA,1,1,0
2896,NA,NA,1,1,1
2897,NA,NA,1,1,1
2898,NA,NA,1,0,1
2899,NA,NA,1,1,1
2900,NA,NA,1,1,1
2901,NA,NA,0,0,1
2902,NA,NA,0,1,1
2903,NA,NA,1,1,1
2904,NA,NA,1,1,1
2905,NA,NA,1,1,0
2906,NA,NA,1,1,1
2907,NA,NA,1,1,1
2908,NA,NA,0,1,1
2909,NA,NA,0,0,0
2910,NA,NA,1,1,0
2911,NA,NA,1,1,0
2912,NA,NA,1,1,1
2913,NA,NA,1,1,0
2914,NA,NA,1,1,0
2915,NA,NA,1,0,1
2916,NA,NA,0,0,0
2917,NA,NA,1,1,1
2918,NA,NA,1,1,1
2919,NA,NA,1,1,1
2920,NA,NA,1,1,0
2921,NA,NA,0,1,1
2922,NA,NA,1,1,0
2923,NA,NA,1,1,0
2924,NA,NA,1,1,1
2925,NA,NA,1,1,0
2926,NA,NA,1,1,1
2927,NA,NA,1,1,1
2928,NA,NA,1,1,1
2929,NA,NA,1,1,1
2930,NA,NA,1,1,0
2931,NA,NA,1,1,1
2932,NA,NA,1,0,1
2933,NA,NA,1,1,1
2934,NA,NA,1,1,0
2935,NA,NA,1,1,0
2936,NA,NA,1,1,0
2937,NA,NA,1,1,1
2938,NA,NA,1,1,0
2939,NA,NA,1,0,0
2940,NA,NA,1,1,0
2941,NA,NA,1,1,1
2942,NA,NA,1,1,0
2943,NA,NA,1,1,0
2944,NA,NA,1,1,0
2945,NA,NA,1,1,0
2946,NA,NA,1,1,0
2947,NA,NA,1,1,0
2948,NA,NA,1,1,0
2949,NA,NA,1,1,1
2950,NA,NA,1,1,0
2951,NA,NA,1,1,0
2952,NA,NA,1,1,0
2953,NA,NA,1,1,0
2954,NA,NA,1,1,0
2955,NA,NA,1,1,0
2956,NA,NA,1,1,0
2957,NA,NA,1,1,1
2958,NA,NA,1,1,0
2959,NA,NA,1,1,0
2960,NA,NA,1,1,1
2961,NA,NA,1,0,1
2962,NA,NA,1,1,1
2963,NA,NA,1,1,1
2964,NA,NA,1,1,1
2965,NA,NA,1,0,0
2966,NA,NA,1,1,0
2967,NA,NA,1,1,0
2968,NA,NA,1,1,1
2969,NA,NA,1,1,0
2970,NA,NA,1,1,1
2971,NA,NA,1,1,1
2972,NA,NA,1,1,1
2973,NA,NA,1,1,0
2974,NA,NA,1,1,1
2975,NA,NA,1,1,0
2976,NA,NA,1,1,0
2977,NA,NA,1,1,1
2978,NA,NA,1,1,1
2979,NA,NA,1,1,1
2980,NA,NA,1,1,0
2981,NA,NA,1,1,1
2982,NA,NA,1,1,0
2983,NA,NA,1,1,1
2984,NA,NA,1,1,1
2985,NA,NA,1,1,0
2986,NA,NA,1,1,0
2987,NA,NA,1,1,0
2988,NA,NA,1,1,1
2989,NA,NA,1,1,1
2990,NA,NA,1,1,1
2991,NA,NA,0,1,0
2992,NA,NA,1,1,0
2993,NA,NA,1,1,1
2994,NA,NA,1,1,1
2995,NA,NA,1,1,1
2996,NA,NA,0,1,1
2997,NA,NA,1,1,1
2998,NA,NA,1,0,1
2999,NA,NA,1,1,1
3000,NA,NA,1,1,0
3001,NA,NA,1,1,0
3002,NA,NA,1,1,1
3003,NA,NA,1,1,1
3004,NA,NA,1,1,1
3005,NA,NA,1,1,0
3006,NA,NA,1,1,0
3007,NA,NA,1,1,1
3008,NA,NA,1,1,1
3009,NA,NA,1,1,1
3010,NA,NA,1,1,1
3011,NA,NA,1,1,0
3012,NA,NA,1,1,1
3013,NA,NA,1,1,1
3014,NA,NA,1,0,1
3015,NA,NA,1,1,1
3016,NA,NA,0,1,0
